Close,High,Low,Open,Volume,Price_Up
AAPL,AAPL,AAPL,AAPL,AAPL,
0.0,0.0,0.0,0.0,0.2013276935730231,1
0.009566812078658726,0.014279108553610254,0.02100623181606598,0.032294807677260895,0.2198894903131,0
0.003078906179931007,0.022236282124766138,0.03215922249088132,0.03607526199713096,0.17385800487040942,1
0.04926452192407771,0.07335834879813019,0.07460550691710255,0.07377049589163964,0.361616634717682,0
0.01440543039274722,0.06202228628561168,0.041038394617704865,0.07333863730872636,0.34363346064641564,0
0.003078906179931007,0.03716971938835556,0.031401340423728774,0.032834936138918636,0.21847955023555332,1
0.04409631583241902,0.04490893323228029,0.05067550627178985,0.06448185465059564,0.5712204834034279,1
0.13954695926193916,0.16241354369485617,0.15386749022559942,0.17076365790555736,0.4453141220950164,1
0.14713439021709274,0.17004359380368061,0.16361281211960388,0.18264455256632894,0.4351427564328516,1
0.15087331488765665,0.15009625922742398,0.16502030875223106,0.17616401907159918,0.17561801568638813,1
0.17099721966157144,0.1674277017923309,0.17216700738005009,0.17303174691943757,0.2072121010199532,0
0.15701241407958522,0.1748510335700022,0.17505835029774275,0.2010146028726436,0.2215086680733877,1
0.19257940283752317,0.19679017586241487,0.20205666467832306,0.20685497922597573,0.3928043160905387,1
0.20524282274145556,0.2098884118635591,0.22016436149952745,0.22924347979313975,0.23465925643365632,1
0.23045923799980184,0.2355385639049059,0.2318745588270852,0.23356978151989383,0.379567618376219,1
0.23178062367785568,0.2404505143113269,0.2567047227121695,0.2612578159283556,0.238293554030803,1
0.23211088580381967,0.2372849950897531,0.2514999903323949,0.25087467298843036,0.1452447517555846,1
0.244994480458395,0.24940081699934824,0.24965687238768441,0.2489280776994205,0.170018493392113,1
0.2594196355416667,0.25824188687525895,0.2703665932021122,0.2679634520478271,0.15350561642226096,0
0.2434527514425997,0.259224313235761,0.2633187873110787,0.2807259260215229,0.09185373320264023,0
0.19918649981489134,0.2393588118855492,0.2238509179563406,0.26677359382812815,0.2234915974975173,1
0.23332218410655248,0.23477461156252444,0.2391392280289375,0.2434120536405291,0.10510089280109702,1
0.23343227148187395,0.2611888075294555,0.2506326036430193,0.2725058167111776,0.2337458534724603,1
0.23673573567700856,0.2530026863184336,0.2550781675374061,0.2519563345916449,0.24008656001982925,1
